AITL.Rab.SRR1213015	TRA	Clonal	572	114	39	0.320987654	0.063973064	0.021885522	TRB	Clonal	1742	18	18	0.788235294	0.008144796	0.008144796
AITL.Rab.SRR1213021	TRA	Clonal	1207	104	49	0.685017026	0.059023837	0.027809308	TRB	Poly	28	17	17	0.041666667	0.025297619	0.025297619
AITL.Rab.SRR1213023	TRA	Clonal	125	18	10	0.093632959	0.013483146	0.007490637	TRB	Poly	97	20	17	0.043911272	0.009053871	0.00769579
AITL.Rab.SRR1213027	TRA	Clonal	367	29	21	0.309966216	0.024493243	0.017736486	TRB	Poly	44	31	31	0.052194543	0.036773428	0.036773428
AITL.Rab.SRR1213030	TRA	Clonal	3854	249	63	0.849272807	0.054869987	0.013882768	TRB	Clonal	130	14	14	0.197568389	0.021276596	0.021276596
AITL.Rab.SRR1213034	TRA	Clonal	898	159	99	0.337720948	0.059796916	0.037232042	TRB	Clonal	1228	15	14	0.573295985	0.007002801	0.006535948
AITL.Rab.SRR1213036	TRA	Clonal	789	252	9	0.519762846	0.166007905	0.005928854	TRB	Clonal	1959	22	12	0.794403893	0.00892133	0.00486618
AITL.Yoo.PAT1.RNA	TRA	Clonal	90	42	13	0.202702703	0.094594595	0.029279279	TRB	Clonal	1862	14	11	0.738888889	0.005555556	0.004365079
AITL.Yoo.PAT13.RNA	TRA	Clonal	398	26	17	0.15656963	0.010228167	0.006687648	TRB	Poly	24	13	11	0.023785927	0.012884044	0.010901883
AITL.Yoo.PAT2.RNA	TRA	Clonal	851	104	74	0.363054608	0.044368601	0.031569966	TRB	Clonal	603	9	5	0.436640116	0.006517017	0.003620565
AITL.Yoo.PAT3.RNA	TRA	Poly	21	21	20	0.009497965	0.009497965	0.009045681	TRB	Poly	46	21	12	0.028342575	0.012939002	0.007393715
AITL.Yoo.PAT4.RNA	TRA	Clonal	662	113	71	0.207393484	0.035401003	0.022243108	TRB	Poly	8	6	6	0.007633588	0.005725191	0.005725191
AITL.Yoo.PAT5.RNA	TRA	Poly	339	245	74	0.081529582	0.058922559	0.017797018	TRB	Clonal	691	76	46	0.26263778	0.028886355	0.017483846
AITL.Yoo.PAT6.RNA	TRA	Poly	110	48	35	0.060307018	0.026315789	0.019188596	TRB	Poly	33	28	16	0.029490617	0.025022341	0.014298481
AITL.Yoo.PAT7.RNA	TRA	Poly	409	108	58	0.229003359	0.060470325	0.032474804	TRB	Clonal	1311	19	11	0.716393443	0.010382514	0.006010929
AITL.Yoo.PAT8.RNA	TRA	Clonal	706	168	19	0.470353098	0.111925383	0.012658228	TRB	Poly	344	52	48	0.317636196	0.048014774	0.04432133
AITL.Yoo.PAT9.RNA	TRA	Clonal	262	31	23	0.190962099	0.022594752	0.016763848	TRB	Clonal	791	53	12	0.441652708	0.029592406	0.006700168
ALCL-Cellline.Fe_PD	TRA	Poly	4	1	1	0.571428571	0.142857143	0.142857143	TRB	Clonal	1	0	0	1	0	0
ALCL-Cellline.JB6	TRA	Poly	314	222	69	0.19204893	0.135779817	0.042201835	TRB	Clonal	8660	170	21	0.952590474	0.018699813	0.002309977
ALCL-Cellline.Karpas299	TRA	Poly	4	2	1	0.571428571	0.285714286	0.142857143	TRB	Clonal	845	1	1	0.997638725	0.001180638	0.001180638
ALCL-Cellline.L82	TRA	Clonal	10	5	1	0.588235294	0.294117647	0.058823529	TRB	Clonal	1498	1	1	0.997336884	0.000665779	0.000665779
ALCL-Cellline.MAC1	TRA	Clonal	35	2	1	0.853658537	0.048780488	0.024390244	TRB	Clonal	1	1	0	0.5	0.5	0
ALCL-Cellline.SUDHL1	TRA	Clonal	1	1	0	0.5	0.5	0	TRB	Clonal	91	1	1	0.978494624	0.010752688	0.010752688
ALCL-Cellline.TS	TRA	Clonal	1	0	0	1	0	0	TRB	Clonal	1	0	0	1	0	0
ALCL.Abate.SRR1522989	TRA	Clonal	887	8	2	0.973655324	0.008781559	0.00219539	TRB	Clonal	363	1	1	0.986413043	0.002717391	0.002717391
ALCL.Abate.SRR1522990	TRA	Poly	2	1	1	0.064516129	0.032258065	0.032258065	TRB	Poly	4	3	1	0.266666667	0.2	0.066666667
ALCL.Abate.SRR1522991	TRA	Poly	11	6	2	0.1375	0.075	0.025	TRB	Poly	2	2	2	0.024390244	0.024390244	0.024390244
ALCL.Abate.SRR1522992	TRA	Poly	29	9	5	0.133027523	0.041284404	0.02293578	TRB	Poly	15	9	6	0.089820359	0.053892216	0.035928144
ALCL.Abate.SRR1522993	TRA	Clonal	640	7	7	0.831168831	0.009090909	0.009090909	TRB	Clonal	350	12	6	0.800915332	0.027459954	0.013729977
ALCL.Abate.SRR1522994	TRA	Poly	13	3	3	0.08125	0.01875	0.01875	TRB	Poly	11	8	5	0.064705882	0.047058824	0.029411765
ALCL.Abate.SRR1522996	TRA	Poly	11	2	2	0.224489796	0.040816327	0.040816327	TRB	Poly	14	5	5	0.168674699	0.060240964	0.060240964
ALCL.Abate.SRR1522997	TRA	Clonal	328	107	8	0.638132296	0.208171206	0.015564202	TRB	Clonal	274	25	17	0.644705882	0.058823529	0.04
ALCL.Abate.SRR1522998	TRA	Poly	951	592	451	0.404164896	0.25159371	0.191670208	TRB	Poly	63	58	41	0.265822785	0.244725738	0.172995781
ALCL.Abate.SRR1522999	TRA	Clonal	52	41	6	0.379562044	0.299270073	0.04379562	TRB	Poly	11	7	5	0.171875	0.109375	0.078125
ALCL.Abate.SRR1523000	TRA	Poly	2	2	2	0.08	0.08	0.08	TRB	Poly	2	2	2	0.054054054	0.054054054	0.054054054
ALCL.Abate.SRR1523001	TRA	Poly	10	10	6	0.006715917	0.006715917	0.00402955	TRB	Poly	10	8	7	0.004705882	0.003764706	0.003294118
ALCL.Abate.SRR1523002	TRA	Clonal	371	137	2	0.694756554	0.256554307	0.003745318	TRB	Clonal	597	3	3	0.969155844	0.00487013	0.00487013
ALCL.Abate.SRR1523003	TRA	Poly	14	13	10	0.034653465	0.032178218	0.024752475	TRB	Poly	3	3	3	0.010169492	0.010169492	0.010169492
ALCL.Abate.SRR1523004	TRA	Clonal	199	46	8	0.590504451	0.136498516	0.023738872	TRB	Clonal	386	57	12	0.673647469	0.09947644	0.020942408
ALCL.Abate.SRR1523005	TRA	Clonal	258	116	15	0.4128	0.1856	0.024	TRB	Clonal	622	12	6	0.790343075	0.015247776	0.007623888
ALCL.Abate.SRR1523006	TRA	Clonal	146	3	2	0.660633484	0.013574661	0.009049774	TRB	Clonal	198	11	4	0.761538462	0.042307692	0.015384615
ALCL.Abate.SRR1523007	TRA	Clonal	141	21	3	0.635135135	0.094594595	0.013513514	TRB	Clonal	197	7	4	0.602446483	0.021406728	0.012232416
ALCL.Abate.SRR1523008	TRA	Poly	4	3	2	0.009237875	0.006928406	0.004618938	TRB	Poly	3	3	2	0.005736138	0.005736138	0.003824092
ALCL.Abate.SRR1523009	TRA	Poly	276	32	31	0.329749104	0.03823178	0.037037037	TRB	Clonal	38	4	4	0.161702128	0.017021277	0.017021277
ALCL.Abate.SRR1523010	TRA	Clonal	237	14	3	0.486652977	0.028747433	0.006160164	TRB	Clonal	880	7	6	0.720720721	0.005733006	0.004914005
ALCL.Abate.SRR1523011	TRA	Clonal	265	9	6	0.841269841	0.028571429	0.019047619	TRB	Clonal	124	1	1	0.815789474	0.006578947	0.006578947
ALCL.Abate.SRR1523012	TRA	Poly	111	16	14	0.209433962	0.030188679	0.026415094	TRB	Clonal	317	5	4	0.554195804	0.008741259	0.006993007
ALCL.Rab.SRR1213007	TRA	Clonal	431	28	3	0.879591837	0.057142857	0.006122449	TRB	Clonal	1395	77	63	0.89023612	0.049138481	0.040204212
ALCL.Rab.SRR1213013	TRA	Clonal	240	20	6	0.316622691	0.026385224	0.007915567	TRB	Poly	7	2	2	0.026515152	0.007575758	0.007575758
ALCL.Rab.SRR1213016	TRA	Poly	39	25	21	0.022687609	0.014543339	0.012216405	TRB	Clonal	3158	66	52	0.678847807	0.014187446	0.011177988
ALCL.Rab.SRR1213017	TRA	Clonal	721	130	74	0.477799867	0.086149768	0.049039099	TRB	Clonal	1186	625	60	0.403264196	0.212512751	0.020401224
ALCL.Rab.SRR1213018	TRA	Poly	29	19	14	0.025043178	0.016407599	0.01208981	TRB	Poly	87	40	24	0.074358974	0.034188034	0.020512821
ALCL.Rab.SRR1213019	TRA	Clonal	1159	167	90	0.606806283	0.087434555	0.047120419	TRB	Clonal	3194	24	5	0.913354304	0.006863025	0.001429797
ALCL.Rab.SRR1213020	TRA	Poly	12	9	8	0.025695931	0.019271949	0.017130621	TRB	Poly	4	3	2	0.011363636	0.008522727	0.005681818
ALCL.Rab.SRR1213022	TRA	Poly	10	8	3	0.333333333	0.266666667	0.1	TRB	Clonal	98	2	2	0.816666667	0.016666667	0.016666667
ALCL.Rab.SRR1213026	TRA	Poly	14	12	10	0.007121058	0.006103764	0.00508647	TRB	Poly	10	10	9	0.00623053	0.00623053	0.005607477
ALCL.Rab.SRR1213029	TRA	Poly	4	4	3	0.022222222	0.022222222	0.016666667	TRB	Poly	5	4	3	0.029411765	0.023529412	0.017647059
ALCL.Rab.SRR1213032	TRA	Poly	50	35	25	0.020088389	0.014061872	0.010044194	TRB	Poly	10	7	7	0.006939625	0.004857738	0.004857738
ALCL.Rab.SRR1213037	TRA	Clonal	1106	39	6	0.881977671	0.031100478	0.004784689	TRB	Poly	6	5	4	0.035502959	0.029585799	0.023668639
NK.Cellline.KHYG1	TRA	Poly	1	1	1	0.25	0.25	0.25	TRB	Clonal	1	0	0	1	0	0
NK.Cellline.NKYS	TRA	Clonal	1	0	0	1	0	0	TRB	Clonal	1	0	0	1	0	0
NK.Cellline.PMIG-NK92	TRA	Clonal	1	0	0	1	0	0	TRB	Clonal	0	0	0	0	0	0
NK.Cellline.PRDM1-NK92	TRA	Clonal	0	0	0	0	0	0	TRB	Clonal	1	0	0	1	0	0
NKCL-4955	TRA	Poly	2	1	1	0.036363636	0.018181818	0.018181818	TRB	Poly	2	2	1	0.021052632	0.021052632	0.010526316
NKCL-88-9378	TRA	Poly	1	1	1	0.2	0.2	0.2	TRB	Poly	3	2	1	0.375	0.25	0.125
NKCL-8878	TRA	Poly	1	1	1	0.05	0.05	0.05	TRB	Poly	2	1	1	0.08	0.04	0.04
NKCL-89-1182	TRA	Poly	38	25	15	0.05026455	0.033068783	0.01984127	TRB	Poly	9	7	7	0.012857143	0.01	0.01
NKCL-91-1186	TRA	Poly	7	4	4	0.022012579	0.012578616	0.012578616	TRB	Poly	5	4	3	0.014792899	0.01183432	0.00887574
NKCL-Hk10	TRA	Clonal	1	0	0	1	0	0	TRB	Clonal	0	0	0	0	0	0
NKCL-Hk7	TRA	Poly	7	7	6	0.014112903	0.014112903	0.012096774	TRB	Poly	17	12	12	0.025373134	0.017910448	0.017910448
NKCL-LKK	TRA	Poly	9	7	6	0.034351145	0.026717557	0.022900763	TRB	Poly	14	13	7	0.052631579	0.04887218	0.026315789
NKCL.Chan-12	TRA	Clonal	1012	2	1	0.945794393	0.001869159	0.000934579	TRB	Clonal	4385	5	2	0.978794643	0.001116071	0.000446429
NKCL.Chan-147	TRA	Poly	27	16	11	0.021428571	0.012698413	0.008730159	TRB	Poly	23	17	10	0.02662037	0.019675926	0.011574074
NKCL.Chan-148	TRA	Poly	4	4	3	0.063492063	0.063492063	0.047619048	TRB	Poly	4	4	3	0.049382716	0.049382716	0.037037037
NKCL.Chan-190	TRA	Poly	15	5	5	0.059760956	0.019920319	0.019920319	TRB	Poly	4	3	3	0.016194332	0.012145749	0.012145749
NKCL.Chan-454	TRA	Poly	24	21	19	0.019448947	0.017017828	0.015397083	TRB	Poly	27	24	24	0.025116279	0.022325581	0.022325581
NKCL.Chan-528	TRA	Poly	9	7	5	0.081081081	0.063063063	0.045045045	TRB	Poly	20	13	13	0.105263158	0.068421053	0.068421053
NKCL.Chan-53	TRA	Clonal	722	165	22	0.586038961	0.133928571	0.017857143	TRB	Clonal	5375	8	7	0.92211357	0.001372448	0.001200892
NKCL.Chan-565	TRA	Poly	3	2	2	0.025	0.016666667	0.016666667	TRB	Poly	2	2	1	0.025974026	0.025974026	0.012987013
NKCL.Chan-579	TRA	Poly	12	3	2	0.02764977	0.006912442	0.004608295	TRB	Poly	13	4	3	0.022648084	0.006968641	0.005226481
gdTL-95-9388	TRA	Clonal	45	1	1	0.616438356	0.01369863	0.01369863	TRB	Poly	1	1	1	0.052631579	0.052631579	0.052631579
pNOS-S90-4769	TRA	Clonal	3136	117	9	0.912158232	0.034031414	0.002617801	TRB	Clonal	1677	53	12	0.858239509	0.027123849	0.006141249
pNOS-S93-6748	TRA	Poly	167	33	31	0.560402685	0.110738255	0.104026846	TRB	Poly	71	61	38	0.243986254	0.209621993	0.130584192
pNOS-S98-1772	TRA	Clonal	241	62	10	0.436594203	0.112318841	0.018115942	TRB	Clonal	999	159	18	0.666889186	0.106141522	0.012016021
pNOS-SC03-4238	TRA	Clonal	755	79	21	0.698427382	0.073080481	0.019426457	TRB	Poly	6	5	4	0.046511628	0.03875969	0.031007752
pNOS-SPECS-3375	TRA	Clonal	4428	200	8	0.905706688	0.040908161	0.001636326	TRB	Clonal	12125	1909	84	0.825953678	0.130040872	0.005722071
pNOS-SPECS-3379	TRA	Poly	32	29	26	0.014228546	0.01289462	0.011560694	TRB	Poly	62	47	44	0.027385159	0.020759717	0.019434629
pNOS-SPECS-3390	TRA	Poly	124	92	37	0.2421875	0.1796875	0.072265625	TRB	Poly	549	99	87	0.389914773	0.0703125	0.061789773
pNOS-SPECS-3392	TRA	Poly	181	122	56	0.25	0.168508287	0.077348066	TRB	Clonal	1784	53	53	0.719935432	0.021388216	0.021388216
pNOS-SPECS-3393	TRA	Poly	60	46	45	0.015416238	0.011819116	0.011562179	TRB	Poly	69	45	39	0.013266679	0.008652182	0.007498558
pNOS.Rab.SRR1213005	TRA	Clonal	362	267	32	0.306001691	0.22569738	0.027049873	TRB	Clonal	454	383	14	0.280940594	0.23700495	0.008663366
pNOS.Rab.SRR1213008	TRA	Clonal	344	18	16	0.133904243	0.007006617	0.006228104	TRB	Poly	50	21	19	0.02394636	0.010057471	0.009099617
pNOS.Rab.SRR1213011	TRA	Clonal	558	28	24	0.16802168	0.008431195	0.007226739	TRB	Poly	380	107	75	0.136887608	0.038544669	0.027017291
pNOS.Rab.SRR1213014	TRA	Clonal	110	18	5	0.116156283	0.019007392	0.005279831	TRB	Poly	73	22	21	0.064831261	0.019538188	0.018650089
pNOS.Rab.SRR1213024	TRA	Poly	95	45	36	0.045152091	0.021387833	0.017110266	TRB	Poly	74	26	22	0.056445461	0.019832189	0.016781083
pNOS.Rab.SRR1213025	TRA	Poly	7	7	7	0.016393443	0.016393443	0.016393443	TRB	Poly	16	9	8	0.055555556	0.03125	0.027777778
pNOS.Rab.SRR1213028	TRA	Clonal	605	117	17	0.168429844	0.032572383	0.004732739	TRB	Clonal	395	24	16	0.190545104	0.011577424	0.007718283
pNOS.Rab.SRR1213031	TRA	Clonal	13	1	1	0.65	0.05	0.05	TRB	Poly	14	2	2	0.666666667	0.095238095	0.095238095
pNOS.Rab.SRR1213035	TRA	Clonal	1489	126	68	0.705352913	0.059687352	0.032212222	TRB	Poly	921	139	131	0.561585366	0.084756098	0.079878049
pNOS.Rab.SRR1213038	TRA	Clonal	612	9	4	0.496350365	0.00729927	0.00324412	TRB	Clonal	1832	25	19	0.595578674	0.008127438	0.006176853
